"Date ","Winning Numbers ","Powerball® ","PowerPlay® "
" 11/27/2021 "," Powerball® Numbers 8 - 32 - 55 - 64 - 66 "," 10 "," 2 "," "
""," Double Play® Numbers 7 - 11 - 19 - 31 - 58 "," 14 "," --- "," "
" 11/24/2021 "," Powerball® Numbers 10 - 16 - 32 - 63 - 65 "," 17 "," 2 "," "
""," Double Play® Numbers 1 - 18 - 23 - 25 - 61 "," 17 "," --- "," "
" 11/22/2021 "," Powerball® Numbers 7 - 20 - 29 - 38 - 67 "," 22 "," 2 "," "
""," Double Play® Numbers 7 - 22 - 27 - 39 - 50 "," 4 "," --- "," "
" 11/20/2021 "," Powerball® Numbers 40 - 43 - 48 - 59 - 69 "," 19 "," 3 "," "
""," Double Play® Numbers 3 - 24 - 37 - 44 - 46 "," 19 "," --- "," "
" 11/17/2021 "," Powerball® Numbers 3 - 16 - 48 - 52 - 60 "," 1 "," 3 "," "
""," Double Play® Numbers 32 - 44 - 46 - 55 - 68 "," 22 "," --- "," "
" 11/15/2021 "," Powerball® Numbers 5 - 31 - 34 - 51 - 53 "," 23 "," 2 "," "
""," Double Play® Numbers 1 - 6 - 10 - 52 - 64 "," 18 "," --- "," "
" 11/13/2021 "," Powerball® Numbers 8 - 15 - 26 - 35 - 45 "," 9 "," 3 "," "
""," Double Play® Numbers 13 - 16 - 28 - 37 - 60 "," 7 "," --- "," "
" 11/10/2021 "," Powerball® Numbers 19 - 25 - 43 - 46 - 48 "," 14 "," 2 "," "
""," Double Play® Numbers 10 - 31 - 49 - 58 - 67 "," 4 "," --- "," "
" 11/8/2021 "," Powerball® Numbers 21 - 46 - 47 - 57 - 62 "," 8 "," 3 "," "
""," Double Play® Numbers 5 - 6 - 15 - 22 - 51 "," 19 "," --- "," "
" 11/6/2021 "," Powerball® Numbers 8 - 30 - 48 - 57 - 64 "," 9 "," 2 "," "
""," Double Play® Numbers 5 - 23 - 27 - 52 - 55 "," 9 "," --- "," "
" 11/3/2021 "," Powerball® Numbers 1 - 2 - 24 - 50 - 57 "," 26 "," 2 "," "
""," Double Play® Numbers 10 - 22 - 24 - 37 - 47 "," 2 "," --- "," "
" 11/1/2021 "," Powerball® Numbers 9 - 25 - 34 - 44 - 45 "," 8 "," 3 "," "
""," Double Play® Numbers 15 - 37 - 43 - 44 - 50 "," 2 "," --- "," "
" 10/30/2021 "," Powerball® Numbers 5 - 23 - 28 - 43 - 56 "," 19 "," 2 "," "
""," Double Play® Numbers 26 - 29 - 35 - 39 - 46 "," 11 "," --- "," "
" 10/27/2021 "," Powerball® Numbers 3 - 6 - 26 - 35 - 51 "," 17 "," 4 "," "
""," Double Play® Numbers 9 - 17 - 21 - 26 - 35 "," 6 "," --- "," "
" 10/25/2021 "," Powerball® Numbers 10 - 27 - 29 - 44 - 58 "," 24 "," 2 "," "
""," Double Play® Numbers 1 - 26 - 29 - 46 - 67 "," 13 "," --- "," "
" 10/23/2021 "," Powerball® Numbers 10 - 30 - 51 - 57 - 63 "," 20 "," 2 "," "
""," Double Play® Numbers 3 - 8 - 10 - 11 - 33 "," 7 "," --- "," "
" 10/20/2021 "," Powerball® Numbers 7 - 29 - 36 - 41 - 43 "," 5 "," 2 "," "
""," Double Play® Numbers 1 - 4 - 31 - 37 - 64 "," 24 "," --- "," "
" 10/18/2021 "," Powerball® Numbers 30 - 32 - 48 - 53 - 63 "," 12 "," 2 "," "
""," Double Play® Numbers 2 - 19 - 21 - 62 - 66 "," 7 "," --- "," "
" 10/16/2021 "," Powerball® Numbers 30 - 31 - 41 - 42 - 48 "," 3 "," 3 "," "
""," Double Play® Numbers 26 - 33 - 42 - 44 - 45 "," 20 "," --- "," "
" 10/13/2021 "," Powerball® Numbers 23 - 29 - 47 - 59 - 60 "," 15 "," 2 "," "
""," Double Play® Numbers 10 - 34 - 37 - 58 - 60 "," 7 "," --- "," "
" 10/11/2021 "," Powerball® Numbers 11 - 20 - 33 - 39 - 65 "," 24 "," 3 "," "
""," Double Play® Numbers 9 - 39 - 44 - 49 - 60 "," 12 "," --- "," "
" 10/9/2021 "," Powerball® Numbers 12 - 17 - 30 - 45 - 62 "," 5 "," 2 "," "
""," Double Play® Numbers 1 - 26 - 37 - 38 - 62 "," 17 "," --- "," "
" 10/6/2021 "," Powerball® Numbers 1 - 17 - 52 - 58 - 64 "," 1 "," 10 "," "
""," Double Play® Numbers 1 - 5 - 17 - 22 - 30 "," 4 "," --- "," "
" 10/4/2021 "," Powerball® Numbers 12 - 22 - 54 - 66 - 69 "," 15 "," 2 "," "
""," Double Play® Numbers 4 - 13 - 18 - 61 - 63 "," 17 "," --- "," "
" 10/2/2021 "," Powerball® Numbers 28 - 38 - 42 - 47 - 52 "," 1 "," 2 "," "
""," Double Play® Numbers 6 - 12 - 39 - 58 - 61 "," 22 "," --- "," "
" 9/29/2021 "," Powerball® Numbers 2 - 7 - 11 - 17 - 32 "," 11 "," 3 "," "
""," Double Play® Numbers 3 - 19 - 29 - 50 - 58 "," 3 "," --- "," "
" 9/27/2021 "," Powerball® Numbers 21 - 22 - 39 - 44 - 60 "," 12 "," 2 "," "
""," Double Play® Numbers 2 - 27 - 51 - 62 - 66 "," 1 "," --- "," "
" 9/25/2021 "," Powerball® Numbers 22 - 23 - 37 - 62 - 63 "," 19 "," 3 "," "
""," Double Play® Numbers 14 - 18 - 27 - 31 - 56 "," 2 "," --- "," "
" 9/22/2021 "," Powerball® Numbers 20 - 40 - 47 - 55 - 63 "," 5 "," 3 "," "
""," Double Play® Numbers 6 - 7 - 36 - 41 - 59 "," 7 "," --- "," "
" 9/20/2021 "," Powerball® Numbers 37 - 51 - 54 - 58 - 60 "," 19 "," 2 "," "
""," Double Play® Numbers 6 - 12 - 49 - 58 - 67 "," 7 "," --- "," "
" 9/18/2021 "," Powerball® Numbers 5 - 36 - 39 - 45 - 57 "," 11 "," 2 "," "
""," Double Play® Numbers 1 - 11 - 17 - 20 - 42 "," 20 "," --- "," "
" 9/15/2021 "," Powerball® Numbers 1 - 4 - 18 - 46 - 62 "," 25 "," 3 "," "
""," Double Play® Numbers 5 - 34 - 36 - 38 - 57 "," 7 "," --- "," "
" 9/13/2021 "," Powerball® Numbers 37 - 40 - 50 - 61 - 63 "," 21 "," 3 "," "
""," Double Play® Numbers 15 - 29 - 32 - 35 - 56 "," 9 "," --- "," "
" 9/11/2021 "," Powerball® Numbers 20 - 31 - 38 - 40 - 49 "," 21 "," 2 "," "
""," Double Play® Numbers 7 - 39 - 54 - 64 - 67 "," 11 "," --- "," "
" 9/8/2021 "," Powerball® Numbers 9 - 22 - 41 - 47 - 61 "," 21 "," 2 "," "
""," Double Play® Numbers 5 - 33 - 40 - 50 - 59 "," 6 "," --- "," "
" 9/6/2021 "," Powerball® Numbers 11 - 20 - 22 - 33 - 54 "," 24 "," 2 "," "
""," Double Play® Numbers 5 - 10 - 31 - 38 - 43 "," 20 "," --- "," "
" 9/4/2021 "," Powerball® Numbers 32 - 35 - 40 - 52 - 54 "," 1 "," 5 "," "
""," Double Play® Numbers 4 - 40 - 42 - 49 - 54 "," 24 "," --- "," "
" 9/1/2021 "," Powerball® Numbers 10 - 20 - 29 - 48 - 51 "," 17 "," 2 "," "
""," Double Play® Numbers 23 - 35 - 45 - 59 - 63 "," 24 "," --- "," "
" 8/30/2021 "," Powerball® Numbers 3 - 15 - 45 - 51 - 61 "," 8 "," 2 "," "
""," Double Play® Numbers 18 - 27 - 42 - 43 - 47 "," 13 "," --- "," "
" 8/28/2021 "," Powerball® Numbers 12 - 22 - 26 - 46 - 59 "," 26 "," 2 "," "
""," Double Play® Numbers 6 - 13 - 41 - 47 - 48 "," 10 "," --- "," "
" 8/25/2021 "," Powerball® Numbers 27 - 39 - 54 - 56 - 59 "," 24 "," 3 "," "
""," Double Play® Numbers 19 - 31 - 41 - 51 - 53 "," 25 "," --- "," "
" 8/23/2021 "," Powerball® Numbers 17 - 36 - 47 - 60 - 61 "," 15 "," 3 "," "
""," Double Play® Numbers 3 - 28 - 34 - 39 - 63 "," 25 "," --- "," "
" 8/21/2021 "," 16 - 28 - 36 - 39 - 59 "," 4 "," 2 "," "

" 8/18/2021 "," 35 - 36 - 51 - 55 - 61 "," 26 "," 2 "," "

" 8/14/2021 "," 6 - 21 - 49 - 65 - 67 "," 18 "," 2 "," "

" 8/11/2021 "," 12 - 18 - 20 - 29 - 30 "," 16 "," 3 "," "

" 8/7/2021 "," 7 - 24 - 36 - 54 - 60 "," 23 "," 2 "," "

" 8/4/2021 "," 5 - 21 - 32 - 36 - 58 "," 14 "," 2 "," "

" 7/31/2021 "," 1 - 21 - 22 - 34 - 47 "," 4 "," 2 "," "

" 7/28/2021 "," 25 - 30 - 53 - 59 - 60 "," 5 "," 3 "," "

" 7/24/2021 "," 1 - 4 - 11 - 59 - 67 "," 10 "," 2 "," "

" 7/21/2021 "," 27 - 28 - 44 - 67 - 68 "," 11 "," 2 "," "

" 7/17/2021 "," 15 - 22 - 38 - 54 - 66 "," 3 "," 2 "," "

" 7/14/2021 "," 33 - 46 - 52 - 59 - 62 "," 10 "," 2 "," "

" 7/10/2021 "," 1 - 5 - 29 - 54 - 62 "," 3 "," 2 "," "

" 7/7/2021 "," 8 - 21 - 30 - 49 - 57 "," 8 "," 2 "," "

" 7/3/2021 "," 26 - 40 - 41 - 55 - 65 "," 24 "," 2 "," "

" 6/30/2021 "," 24 - 29 - 50 - 65 - 66 "," 14 "," 4 "," "

" 6/26/2021 "," 8 - 31 - 39 - 43 - 60 "," 17 "," 3 "," "

" 6/23/2021 "," 13 - 20 - 40 - 51 - 63 "," 1 "," 3 "," "

" 6/19/2021 "," 4 - 22 - 35 - 38 - 39 "," 20 "," 2 "," "

" 6/16/2021 "," 19 - 29 - 34 - 44 - 50 "," 25 "," 2 "," "

" 6/12/2021 "," 8 - 25 - 34 - 38 - 41 "," 10 "," 3 "," "

" 6/9/2021 "," 19 - 28 - 46 - 50 - 54 "," 9 "," 2 "," "

" 6/5/2021 "," 44 - 52 - 54 - 64 - 69 "," 26 "," 3 "," "

" 6/2/2021 "," 6 - 7 - 11 - 66 - 67 "," 19 "," 3 "," "

" 5/29/2021 "," 11 - 13 - 22 - 27 - 46 "," 20 "," 2 "," "

" 5/26/2021 "," 2 - 8 - 21 - 34 - 62 "," 16 "," 2 "," "

" 5/22/2021 "," 3 - 19 - 27 - 37 - 40 "," 8 "," 2 "," "

" 5/19/2021 "," 11 - 13 - 55 - 56 - 69 "," 4 "," 2 "," "

" 5/15/2021 "," 4 - 10 - 37 - 39 - 69 "," 24 "," 3 "," "

" 5/12/2021 "," 1 - 19 - 20 - 38 - 54 "," 17 "," 2 "," "

" 5/8/2021 "," 12 - 17 - 20 - 21 - 26 "," 8 "," 3 "," "

" 5/5/2021 "," 16 - 23 - 28 - 40 - 63 "," 1 "," 2 "," "

" 5/1/2021 "," 35 - 36 - 47 - 61 - 63 "," 3 "," 3 "," "

" 4/28/2021 "," 16 - 18 - 35 - 39 - 53 "," 21 "," 3 "," "

" 4/24/2021 "," 22 - 36 - 48 - 59 - 61 "," 22 "," 3 "," "

" 4/21/2021 "," 21 - 25 - 32 - 63 - 67 "," 6 "," 2 "," "

" 4/17/2021 "," 10 - 21 - 26 - 41 - 49 "," 25 "," 2 "," "

" 4/14/2021 "," 13 - 30 - 33 - 45 - 61 "," 14 "," 2 "," "

" 4/10/2021 "," 14 - 16 - 23 - 50 - 53 "," 3 "," 3 "," "

" 4/7/2021 "," 27 - 35 - 39 - 51 - 66 "," 16 "," 5 "," "

" 4/3/2021 "," 1 - 12 - 17 - 39 - 53 "," 5 "," 2 "," "

" 3/31/2021 "," 3 - 10 - 44 - 55 - 68 "," 24 "," 2 "," "

" 3/27/2021 "," 6 - 14 - 38 - 39 - 65 "," 6 "," 3 "," "

" 3/24/2021 "," 4 - 9 - 17 - 27 - 38 "," 18 "," 2 "," "

" 3/20/2021 "," 1 - 6 - 22 - 42 - 61 "," 4 "," 3 "," "

" 3/17/2021 "," 34 - 38 - 42 - 61 - 62 "," 19 "," 2 "," "

" 3/13/2021 "," 5 - 11 - 51 - 56 - 61 "," 2 "," 2 "," "

" 3/10/2021 "," 17 - 18 - 37 - 44 - 53 "," 18 "," 3 "," "

" 3/6/2021 "," 11 - 31 - 50 - 52 - 58 "," 18 "," 4 "," "

" 3/3/2021 "," 21 - 40 - 44 - 50 - 55 "," 16 "," 3 "," "

" 2/27/2021 "," 2 - 28 - 31 - 44 - 52 "," 18 "," 3 "," "

" 2/24/2021 "," 4 - 33 - 43 - 53 - 65 "," 21 "," 3 "," "

" 2/20/2021 "," 4 - 8 - 22 - 32 - 58 "," 4 "," 10 "," "

" 2/17/2021 "," 1 - 15 - 21 - 32 - 46 "," 1 "," 3 "," "

" 2/13/2021 "," 20 - 28 - 33 - 63 - 68 "," 20 "," 2 "," "

" 2/10/2021 "," 15 - 39 - 58 - 63 - 67 "," 7 "," 2 "," "

" 2/6/2021 "," 1 - 16 - 48 - 49 - 65 "," 8 "," 2 "," "

" 2/3/2021 "," 5 - 37 - 40 - 64 - 66 "," 5 "," 3 "," "

" 1/30/2021 "," 1 - 2 - 7 - 52 - 61 "," 4 "," 3 "," "

" 1/27/2021 "," 17 - 33 - 35 - 42 - 52 "," 9 "," 3 "," "

" 1/23/2021 "," 5 - 8 - 17 - 27 - 28 "," 14 "," 3 "," "

" 1/20/2021 "," 40 - 53 - 60 - 68 - 69 "," 22 "," 3 "," "

" 1/16/2021 "," 14 - 20 - 39 - 65 - 67 "," 2 "," 3 "," "

" 1/13/2021 "," 4 - 19 - 23 - 25 - 49 "," 14 "," 2 "," "

" 1/9/2021 "," 14 - 26 - 38 - 45 - 46 "," 13 "," 2 "," "

" 1/6/2021 "," 1 - 20 - 22 - 60 - 66 "," 3 "," 3 "," "

" 1/2/2021 "," 3 - 4 - 11 - 41 - 67 "," 5 "," 2 "," "

" 12/30/2020 "," 3 - 43 - 45 - 61 - 65 "," 14 "," 2 "," "

" 12/26/2020 "," 10 - 24 - 27 - 35 - 53 "," 18 "," 2 "," "

" 12/23/2020 "," 6 - 13 - 38 - 39 - 53 "," 6 "," 3 "," "

" 12/19/2020 "," 27 - 32 - 34 - 43 - 52 "," 13 "," 2 "," "

" 12/16/2020 "," 4 - 23 - 37 - 61 - 67 "," 7 "," 2 "," "

" 12/12/2020 "," 17 - 54 - 56 - 63 - 69 "," 20 "," 2 "," "

" 12/9/2020 "," 11 - 14 - 31 - 47 - 48 "," 4 "," 3 "," "

" 12/5/2020 "," 3 - 4 - 6 - 48 - 53 "," 10 "," 2 "," "

" 12/2/2020 "," 28 - 31 - 40 - 41 - 46 "," 4 "," 3 "," "

" 11/28/2020 "," 8 - 12 - 18 - 44 - 51 "," 18 "," 2 "," "

" 11/25/2020 "," 2 - 57 - 58 - 60 - 65 "," 26 "," 2 "," "

" 11/21/2020 "," 51 - 54 - 57 - 60 - 69 "," 11 "," 2 "," "

" 11/18/2020 "," 4 - 5 - 17 - 43 - 52 "," 5 "," 2 "," "

" 11/14/2020 "," 7 - 15 - 18 - 32 - 45 "," 20 "," 2 "," "

" 11/11/2020 "," 13 - 15 - 17 - 45 - 63 "," 13 "," 2 "," "

" 11/7/2020 "," 14 - 16 - 37 - 48 - 58 "," 18 "," 2 "," "

" 11/4/2020 "," 23 - 32 - 33 - 45 - 49 "," 14 "," 2 "," "

" 10/31/2020 "," 2 - 6 - 40 - 42 - 55 "," 24 "," 3 "," "

" 10/28/2020 "," 11 - 28 - 37 - 40 - 53 "," 13 "," 2 "," "

" 10/24/2020 "," 18 - 20 - 27 - 45 - 65 "," 6 "," 2 "," "

" 10/21/2020 "," 1 - 3 - 13 - 44 - 56 "," 26 "," 3 "," "

" 10/17/2020 "," 6 - 10 - 31 - 37 - 44 "," 23 "," 2 "," "

" 10/14/2020 "," 21 - 37 - 52 - 53 - 58 "," 5 "," 2 "," "

" 10/10/2020 "," 5 - 18 - 23 - 40 - 50 "," 18 "," 3 "," "

" 10/7/2020 "," 6 - 24 - 30 - 53 - 56 "," 19 "," 2 "," "

" 10/3/2020 "," 18 - 31 - 36 - 43 - 47 "," 20 "," 2 "," "

" 9/30/2020 "," 14 - 18 - 36 - 49 - 67 "," 18 "," 2 "," "

" 9/26/2020 "," 11 - 21 - 27 - 36 - 62 "," 24 "," 3 "," "

" 9/23/2020 "," 8 - 17 - 49 - 52 - 59 "," 1 "," 2 "," "

" 9/19/2020 "," 11 - 14 - 23 - 47 - 57 "," 14 "," 4 "," "

" 9/16/2020 "," 10 - 17 - 31 - 51 - 53 "," 1 "," 2 "," "

" 9/12/2020 "," 16 - 17 - 20 - 53 - 67 "," 4 "," 2 "," "

" 9/9/2020 "," 27 - 52 - 55 - 60 - 64 "," 21 "," 3 "," "

" 9/5/2020 "," 15 - 21 - 22 - 27 - 47 "," 7 "," 2 "," "

" 9/2/2020 "," 1 - 4 - 11 - 20 - 69 "," 18 "," 2 "," "

" 8/29/2020 "," 5 - 21 - 22 - 29 - 43 "," 10 "," 2 "," "

" 8/26/2020 "," 8 - 12 - 19 - 47 - 58 "," 2 "," 2 "," "

" 8/22/2020 "," 19 - 30 - 36 - 42 - 66 "," 14 "," 3 "," "

" 8/19/2020 "," 13 - 23 - 47 - 55 - 58 "," 23 "," 10 "," "

" 8/15/2020 "," 5 - 12 - 34 - 45 - 56 "," 3 "," 3 "," "

" 8/12/2020 "," 2 - 6 - 18 - 36 - 37 "," 21 "," 2 "," "

" 8/8/2020 "," 2 - 3 - 14 - 40 - 51 "," 24 "," 3 "," "

" 8/5/2020 "," 7 - 14 - 17 - 57 - 65 "," 24 "," 5 "," "

" 8/1/2020 "," 6 - 25 - 36 - 43 - 48 "," 24 "," 3 "," "

" 7/29/2020 "," 7 - 29 - 35 - 40 - 45 "," 26 "," 2 "," "

" 7/25/2020 "," 5 - 21 - 36 - 61 - 62 "," 18 "," 2 "," "

" 7/22/2020 "," 16 - 25 - 36 - 44 - 55 "," 14 "," 3 "," "

" 7/18/2020 "," 13 - 16 - 32 - 58 - 59 "," 9 "," 2 "," "

" 7/15/2020 "," 27 - 47 - 61 - 62 - 69 "," 4 "," 10 "," "

" 7/11/2020 "," 14 - 19 - 61 - 62 - 64 "," 4 "," 2 "," "

" 7/8/2020 "," 3 - 10 - 34 - 36 - 62 "," 5 "," 10 "," "

" 7/4/2020 "," 16 - 21 - 27 - 60 - 61 "," 6 "," 2 "," "

" 7/1/2020 "," 15 - 28 - 52 - 53 - 63 "," 18 "," 4 "," "

" 6/27/2020 "," 9 - 36 - 49 - 56 - 62 "," 8 "," 2 "," "

" 6/24/2020 "," 10 - 22 - 32 - 36 - 58 "," 10 "," 4 "," "

" 6/21/2020 "," 14 - 46 - 61 - 65 - 68 "," 13 "," 2 "," "

" 6/17/2020 "," 10 - 13 - 32 - 53 - 62 "," 21 "," 2 "," "

" 6/14/2020 "," 5 - 22 - 43 - 57 - 63 "," 24 "," 2 "," "

" 6/10/2020 "," 20 - 26 - 32 - 38 - 58 "," 3 "," 2 "," "

" 6/7/2020 "," 5 - 21 - 57 - 66 - 69 "," 13 "," 3 "," "

" 6/3/2020 "," 3 - 9 - 21 - 41 - 54 "," 25 "," 4 "," "

" 5/30/2020 "," 4 - 33 - 39 - 46 - 60 "," 6 "," 2 "," "

" 5/27/2020 "," 5 - 10 - 28 - 55 - 67 "," 9 "," 3 "," "

" 5/24/2020 "," 28 - 32 - 33 - 38 - 62 "," 15 "," 2 "," "

" 5/20/2020 "," 5 - 22 - 45 - 47 - 54 "," 3 "," 2 "," "

" 5/17/2020 "," 4 - 11 - 39 - 45 - 48 "," 9 "," 3 "," "

" 5/13/2020 "," 17 - 20 - 32 - 63 - 68 "," 19 "," 5 "," "

" 5/10/2020 "," 29 - 31 - 46 - 56 - 62 "," 8 "," 2 "," "

" 5/6/2020 "," 11 - 21 - 31 - 41 - 59 "," 21 "," 3 "," "

" 5/3/2020 "," 17 - 18 - 49 - 59 - 66 "," 9 "," 2 "," "

" 4/29/2020 "," 22 - 23 - 24 - 45 - 62 "," 5 "," 2 "," "

" 4/26/2020 "," 1 - 15 - 18 - 26 - 51 "," 26 "," 4 "," "

" 4/22/2020 "," 21 - 39 - 41 - 48 - 63 "," 6 "," 3 "," "

" 4/19/2020 "," 1 - 19 - 37 - 40 - 52 "," 15 "," 3 "," "

" 4/15/2020 "," 5 - 22 - 26 - 45 - 61 "," 13 "," 3 "," "

" 4/12/2020 "," 8 - 14 - 61 - 63 - 68 "," 24 "," 2 "," "

" 4/8/2020 "," 23 - 36 - 51 - 53 - 60 "," 15 "," 2 "," "

" 4/5/2020 "," 8 - 20 - 46 - 53 - 54 "," 13 "," 2 "," "

" 4/1/2020 "," 9 - 32 - 36 - 44 - 65 "," 1 "," 3 "," "

" 3/28/2020 "," 8 - 15 - 31 - 36 - 62 "," 11 "," 3 "," "

" 3/25/2020 "," 18 - 31 - 32 - 45 - 48 "," 16 "," 4 "," "

" 3/22/2020 "," 2 - 9 - 27 - 29 - 42 "," 9 "," 2 "," "

" 3/18/2020 "," 13 - 25 - 44 - 54 - 67 "," 5 "," 3 "," "

" 3/15/2020 "," 16 - 30 - 41 - 48 - 53 "," 16 "," 3 "," "

" 3/11/2020 "," 1 - 26 - 41 - 50 - 57 "," 11 "," 2 "," "

" 3/8/2020 "," 23 - 33 - 42 - 46 - 59 "," 4 "," 2 "," "

" 3/4/2020 "," 2 - 18 - 19 - 22 - 63 "," 19 "," 3 "," "

" 3/1/2020 "," 10 - 16 - 40 - 52 - 55 "," 17 "," 10 "," "

" 2/25/2020 "," 6 - 32 - 47 - 62 - 65 "," 19 "," 2 "," "

" 2/22/2020 "," 10 - 13 - 28 - 52 - 61 "," 2 "," 2 "," "

" 2/18/2020 "," 3 - 7 - 9 - 31 - 33 "," 20 "," 3 "," "

" 2/15/2020 "," 5 - 28 - 33 - 38 - 42 "," 19 "," 2 "," "

" 2/11/2020 "," 5 - 9 - 17 - 37 - 64 "," 2 "," 2 "," "

" 2/8/2020 "," 14 - 20 - 42 - 49 - 66 "," 5 "," 2 "," "

" 2/4/2020 "," 6 - 13 - 16 - 17 - 52 "," 25 "," 3 "," "

" 2/1/2020 "," 9 - 43 - 57 - 60 - 64 "," 10 "," 2 "," "

" 1/28/2020 "," 12 - 20 - 39 - 49 - 69 "," 17 "," 2 "," "

" 1/25/2020 "," 18 - 28 - 62 - 66 - 68 "," 22 "," 2 "," "

" 1/21/2020 "," 23 - 25 - 45 - 52 - 67 "," 2 "," 2 "," "

" 1/18/2020 "," 9 - 40 - 41 - 53 - 58 "," 12 "," 2 "," "

" 1/14/2020 "," 23 - 55 - 59 - 64 - 69 "," 13 "," 5 "," "

" 1/11/2020 "," 1 - 3 - 13 - 16 - 43 "," 24 "," 2 "," "

" 1/7/2020 "," 3 - 12 - 24 - 37 - 63 "," 10 "," 2 "," "

" 1/4/2020 "," 16 - 17 - 29 - 41 - 42 "," 4 "," 3 "," "

" 12/31/2016 "," 1 - 3 - 28 - 57 - 67 "," 9 "," 2 "," "

" 12/28/2016 "," 16 - 23 - 30 - 44 - 58 "," 4 "," 2 "," "

" 12/24/2016 "," 28 - 38 - 42 - 51 - 52 "," 21 "," 2 "," "

" 12/21/2016 "," 25 - 33 - 40 - 54 - 68 "," 3 "," 5 "," "

" 12/17/2016 "," 1 - 8 - 16 - 40 - 48 "," 10 "," 2 "," "

" 12/14/2016 "," 18 - 26 - 37 - 39 - 66 "," 15 "," 3 "," "

" 12/10/2016 "," 12 - 21 - 32 - 44 - 66 "," 15 "," 2 "," "

" 12/7/2016 "," 41 - 48 - 49 - 53 - 64 "," 20 "," 2 "," "

" 12/3/2016 "," 8 - 10 - 26 - 27 - 33 "," 22 "," 2 "," "

" 11/30/2016 "," 3 - 14 - 18 - 25 - 45 "," 7 "," 2 "," "

" 11/26/2016 "," 17 - 19 - 21 - 37 - 44 "," 16 "," 2 "," "

" 11/23/2016 "," 7 - 32 - 41 - 47 - 61 "," 3 "," 2 "," "

" 11/19/2016 "," 16 - 24 - 28 - 43 - 61 "," 21 "," 2 "," "

" 11/16/2016 "," 28 - 41 - 61 - 63 - 65 "," 7 "," 2 "," "

" 11/12/2016 "," 8 - 17 - 20 - 27 - 52 "," 24 "," 2 "," "

" 11/9/2016 "," 1 - 25 - 28 - 31 - 54 "," 2 "," 2 "," "

" 11/5/2016 "," 21 - 31 - 50 - 51 - 69 "," 8 "," 3 "," "

" 11/2/2016 "," 13 - 18 - 37 - 54 - 61 "," 5 "," 2 "," "

" 10/29/2016 "," 19 - 20 - 21 - 42 - 48 "," 23 "," 3 "," "

" 10/26/2016 "," 2 - 3 - 16 - 48 - 56 "," 24 "," 2 "," "

" 10/22/2016 "," 1 - 28 - 33 - 55 - 56 "," 22 "," 2 "," "

" 10/19/2016 "," 10 - 16 - 38 - 43 - 63 "," 23 "," 2 "," "

" 10/15/2016 "," 23 - 49 - 57 - 64 - 67 "," 20 "," 2 "," "

" 10/12/2016 "," 16 - 30 - 34 - 37 - 44 "," 16 "," 2 "," "

" 10/8/2016 "," 3 - 54 - 61 - 64 - 68 "," 9 "," 2 "," "

" 10/5/2016 "," 8 - 18 - 27 - 29 - 60 "," 15 "," 2 "," "

" 10/1/2016 "," 2 - 12 - 50 - 61 - 64 "," 1 "," 2 "," "

" 9/28/2016 "," 30 - 38 - 52 - 53 - 62 "," 1 "," 3 "," "

" 9/24/2016 "," 7 - 15 - 20 - 29 - 41 "," 22 "," 2 "," "

" 9/21/2016 "," 1 - 28 - 63 - 67 - 69 "," 17 "," 4 "," "

" 9/17/2016 "," 9 - 19 - 51 - 55 - 62 "," 14 "," 4 "," "

" 9/14/2016 "," 10 - 11 - 23 - 28 - 31 "," 14 "," 2 "," "

" 9/10/2016 "," 3 - 17 - 49 - 55 - 68 "," 8 "," 2 "," "

" 9/7/2016 "," 22 - 23 - 29 - 33 - 55 "," 21 "," 2 "," "

" 9/3/2016 "," 7 - 39 - 50 - 59 - 67 "," 25 "," 3 "," "

" 8/31/2016 "," 5 - 10 - 24 - 56 - 61 "," 12 "," 2 "," "

" 8/27/2016 "," 4 - 32 - 48 - 49 - 63 "," 20 "," 2 "," "

" 8/24/2016 "," 9 - 11 - 25 - 64 - 65 "," 16 "," 3 "," "

" 8/20/2016 "," 3 - 6 - 21 - 60 - 68 "," 24 "," 2 "," "

" 8/17/2016 "," 33 - 44 - 49 - 50 - 52 "," 8 "," 3 "," "

" 8/13/2016 "," 38 - 44 - 60 - 64 - 69 "," 6 "," 2 "," "

" 8/10/2016 "," 23 - 56 - 61 - 64 - 67 "," 12 "," 5 "," "

" 8/6/2016 "," 20 - 33 - 36 - 47 - 52 "," 12 "," 3 "," "

" 8/3/2016 "," 9 - 11 - 27 - 66 - 67 "," 2 "," 3 "," "

" 7/30/2016 "," 11 - 17 - 21 - 23 - 32 "," 5 "," 2 "," "

" 7/27/2016 "," 10 - 47 - 50 - 65 - 68 "," 24 "," 2 "," "

" 7/23/2016 "," 5 - 7 - 23 - 35 - 39 "," 11 "," 2 "," "

" 7/20/2016 "," 6 - 25 - 35 - 58 - 66 "," 5 "," 2 "," "

" 7/16/2016 "," 11 - 17 - 40 - 50 - 62 "," 26 "," 2 "," "

